Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
"Entretien corporel (spa, hammam...)",PEGGY SENDZINSKA,2011-09-20,PARC DES MOULINS (BUREAU 4) 6 AV DE LA CREATIVITE 59491 VILLENEUVE D ASCQ,59491,VILLENEUVE D ASCQ,59,,,,534780507,96.04Z
Coiffure,MAGALY MESSMER (NATUR'HOME),2011-09-01,(A) 9 RUE DE LA MONTEE 67204 ACHENHEIM,67204,ACHENHEIM,67,,,,534395181,96.02A
Coiffure,COIFFURE ET BEAUTE (COIFFURE ET BEAUTE),2011-08-25,CENTRE CCIAL SACRE COEUR ROUTE SACRE COEUR 97420 LE PORT,97420,LE PORT,974,,,,534348024,96.02A
Soins de beauté / esthétique,ALOA (RADICAL EPIL),2011-08-25,2 PLACE DES MARTYRS DE LA RESISTANCE 44400 REZE,44400,REZE,44,,,,533756474,96.02B
"Entretien corporel (spa, hammam...)",EMMANUELLE ISSARTEL (FLEURY) (SHANTI),2011-07-15,48 COURS VITTON 69006 LYON,69006,LYON,69,,,,751645334,96.04Z
Coiffure,EST COIFFURE,2011-07-11,CENTRE COMMERCIAL LA SAPINIERE RUE DE LA SAPINIERE 54520 LAXOU,54520,LAXOU,54,,,,533511960,96.02A
"Entretien corporel (spa, hammam...)",SABINE BOURDON,2011-07-06,14 CHEMIN HENRI CREPU 97412 BRAS-PANON,97412,BRAS-PANON,974,,,,533683116,96.04Z
"Entretien corporel (spa, hammam...)",CLEMENCE WILLAUME,2011-07-04,SCM SOUS LES COTES 85 RUE CHAUDE 55210 HANNONVILLE-SOUS-LES-COTES,55210,HANNONVILLE-SOUS-LES-COTES,55,,,,533376349,96.04Z
Soins de beauté / esthétique,VIOLINE BACHAS,2011-07-03,696 VIEUX CHEMIN DE SAINTE MUSSE 83100 TOULON,83100,TOULON,83,,,,533378683,96.02B
Coiffure,B BUBBLE SUD,2011-07-01,9 RUE BISCORNET 75012 PARIS,75012,PARIS,75,,,,534427307,96.02A
Coiffure,Y G,2011-07-01,LES ACANTHES 38 AVENUE GEORGES POMPIDOU 83120 SAINTE-MAXIME,83120,SAINTE-MAXIME,83,,,,533718318,96.02A
Soins de beauté / esthétique,ELODIE ROUSSEAU (INSTITUT ANGANA),2011-07-01,27 PLACE DU GENERAL LECLERC 45170 NEUVILLE-AUX-BOIS,45170,NEUVILLE-AUX-BOIS,45,,,,533950309,96.02B
Soins de beauté / esthétique,BEAUTY CENTER,2011-07-01,1 T QUAI DE LA REPUBLIQUE 17100 SAINTES,17100,SAINTES,17,,,,533088324,96.02B
"Entretien corporel (spa, hammam...)",SUN HAUSSMANN,2011-06-28,101 RUE DE SEVRES 75006 PARIS,75006,PARIS,75,,,,533316675,96.04Z
"Entretien corporel (spa, hammam...)",SJM,2011-06-21,TREBOUL 28 RUE DU COULINEC 29100 DOUARNENEZ,29100,DOUARNENEZ,29,,,,533141552,96.04Z
Soins de beauté / esthétique,ONGL DECO,2011-06-17,20 RUE DU PLATEAU DES IZARDS 24660 COULOUNIEIX-CHAMIERS,24660,COULOUNIEIX-CHAMIERS,24,,,,533464236,96.02B
"Entretien corporel (spa, hammam...)",C.V.M.,2011-06-10,15 CHEMIN JEAN BLANC 31470 FONSORBES,31470,FONSORBES,31,,,,533008611,96.04Z
"Entretien corporel (spa, hammam...)",ANNE ROZE (ALCALDE),2011-06-01,COAT QUELEC 29140 ROSPORDEN,29140,ROSPORDEN,29,,,,532285400,96.04Z
"Entretien corporel (spa, hammam...)",EURL JADE,2011-05-23,19 RUE DES PRIMEVERES 66410 VILLELONGUE-DE-LA-SALANQUE,66410,VILLELONGUE-DE-LA-SALANQUE,66,,,,532501236,96.04Z
Soins de beauté / esthétique,DIVA NAILZ,2011-05-20,3 AVENUE LOUIS PASTEUR 78310 MAUREPAS,78310,MAUREPAS,78,,,,532519980,96.02B
Soins de beauté / esthétique,D P M J (LES PETITS SOINS),2011-05-19,30 RUE DE VARENNE 75007 PARIS,75007,PARIS,75,,,,532636487,96.02B
Soins de beauté / esthétique,FRAMBOISE,2011-05-09,3 PLACE MERCADIEU 31600 MURET,31600,MURET,31,,,,532436789,96.02B
"Entretien corporel (spa, hammam...)",CATHERINE TOPALIAN,2011-05-04,16 ROUTE DE SAINTE CATHERINE 42800 SAINT-MARTIN-LA-PLAINE,42800,SAINT-MARTIN-LA-PLAINE,42,,,,532654027,96.04Z
Soins de beauté / esthétique,LAETITIA TURMEAU (DAIGNEAU) (LAETI SPA),2011-05-02,3 RUE DES CHAMPS BEUCHERS 49380 TERRANJOU,49380,TERRANJOU,49,,,,531475291,96.02B
"Entretien corporel (spa, hammam...)",CAROLE GIRAUD-CHEVAL (CHEVAL),2011-05-02,CHEZ MME ILGRANDE CHE DE L ARINELLA 20200 BASTIA,20200,BASTIA,2B,,,,531654044,96.04Z
Coiffure,JEAN LOUIS DAVID SALONS,2011-05-01,104 AV CHARLES DE GAULLE 92200 NEUILLY-SUR-SEINE,92200,NEUILLY-SUR-SEINE,92,,,,532579646,96.02A
"Entretien corporel (spa, hammam...)",MARIA BLONDEL (GODEY),2011-05-01,15 RUE DES CARRIERES 50700 YVETOT-BOCAGE,50700,YVETOT-BOCAGE,50,,,,531962462,96.04Z
"Entretien corporel (spa, hammam...)",NOUVELLE COMPAGNIE THERMALE DE PLOMBIERES LES BAINS (NOUVELLE COMPAGNIE THERMALE DE PLOMBIERES LES BAINS) (NCTPB),2011-05-01,C/O DIRECT GESTION 105 B RUE DE TOLBIAC 75013 PARIS 13,75013,PARIS 13,75,,,,532152253,96.04Z
"Entretien corporel (spa, hammam...)",BRIGITTE CHAVENT (RELAVE),2011-05-01,WEST PARK BAT 3 20 CHEMIN DU RANDIN 69130 ECULLY,69130,ECULLY,69,,,,532992658,96.04Z
"Entretien corporel (spa, hammam...)",GASMANN 3,2011-04-20,60 RUE NOTRE DAME 51120 SEZANNE,51120,SEZANNE,51,,,,531950350,96.04Z
Coiffure,ETOILE COIFFURE,2011-04-01,73 BOULEVARD SALVADOR ALLENDE 52100 SAINT-DIZIER,52100,SAINT-DIZIER,52,,,,531989143,96.02A
"Entretien corporel (spa, hammam...)",STEPHANIE HUET (L'ATELIER DE CAHUETTE),2011-04-01,MONTGERIN 10 LD LA GOGETTE 89500 EGRISELLES-LE-BOCAGE,89500,EGRISELLES-LE-BOCAGE,89,,,,531267391,96.04Z
"Entretien corporel (spa, hammam...)",CASSANDRE GOUAILLARDOU,2011-04-01,31 CHEMIN DU BONNANT 74170 SAINT-GERVAIS-LES-BAINS,74170,SAINT-GERVAIS-LES-BAINS,74,,,,531359180,96.04Z
"Entretien corporel (spa, hammam...)",ROGER LEVESQUE,2011-04-01,10 BOULEVARD TZAREWITCH 06000 NICE,06000,NICE,06,,,,531555647,96.04Z
"Entretien corporel (spa, hammam...)",STEPHANIE ROBERT,2011-03-15,BAT C 29 RUE SPINOZA 94600 CHOISY-LE-ROI,94600,CHOISY-LE-ROI,94,,,,531062388,96.04Z
"Entretien corporel (spa, hammam...)",ETIENNE RECALT,2011-03-10,9 RUE BOSQUET 75007 PARIS,75007,PARIS,75,,,,531074359,96.04Z
Soins de beauté / esthétique,VIRGINIE BRODEMESTRE,2011-02-15,APPARTEMENT REZ DE CHAUSSEE 1 RUE GABRIEL PERI 59320 HAUBOURDIN,59320,HAUBOURDIN,59,,,,532112729,96.02B
"Entretien corporel (spa, hammam...)",CLAUDIA IRINA BORNEMAN (MAXIM),2011-02-14,L'EAGLE - APT 308 161 ALLEE DE LA CAMARGUE 34280 LA GRANDE-MOTTE,34280,LA GRANDE-MOTTE,34,,,,531174381,96.04Z
Coiffure,GTL 02,2011-02-01,69 RUE DU FAYEL 62630 ETAPLES,62630,ETAPLES,62,,,,530214998,96.02A
Soins de beauté / esthétique,ADS BX (L'ATELIER DU SOURCIL),2011-02-01,8 RUE HUGUERIE 33000 BORDEAUX,33000,BORDEAUX,33,,,,530327717,96.02B
"Entretien corporel (spa, hammam...)","WA-THAI PARIS (WA-THAI PARIS, WA-THAI FRANCE, WA-THAI, WA-THAI INTERNATIONAL, WA PARIS, WA FRANCE, WA INTERNATIONAL)",2011-01-31,N°106 AU 108 106 AVENUE DE VERSAILLES 75016 PARIS,75016,PARIS,75,,,,530572874,96.04Z
Coiffure,TABARA SENE,2011-01-20,83 FAUBOURG MONTMELIAN 73000 CHAMBERY,73000,CHAMBERY,73,,,,529860116,96.02A
Soins de beauté / esthétique,BEAUTE DE L INDE,2011-01-15,54 BD DES COQUIBUS 91000 EVRY-COURCOURONNES,91000,EVRY-COURCOURONNES,91,,,,531559755,96.02B
Coiffure,CD FASHION PARIS,2011-01-14,10 RUE POPINCOURT 75011 PARIS,75011,PARIS,75,,,,529609471,96.02A
"Entretien corporel (spa, hammam...)",SEMAJ,2011-01-10,3182 AVENUE DE LA RESISTANCE 83000 TOULON,83000,TOULON,83,,,,529488975,96.04Z
"Entretien corporel (spa, hammam...)",MALIKA KOLDER,2011-01-02,1 CHEMIN DE LA CITERNAY 10200 LIGNOL-LE-CHATEAU,10200,LIGNOL-LE-CHATEAU,10,,,,528864523,96.04Z
Coiffure,AUDREY FOSSE,2011-01-01,13 BOULEVARD D'ALSACE LORRAINE 64000 PAU,64000,PAU,64,,,,529749962,96.02A
"Entretien corporel (spa, hammam...)",DEEP NATURE LODGE,2011-01-01,1000 ROUTE DES CHAVANTS 74310 LES HOUCHES,74310,LES HOUCHES,74,,,,521507384,96.04Z
"Entretien corporel (spa, hammam...)",JEAN-FRANCOIS TILLIER,2011-01-01,15 RUE PHILIBERT LEON COUTURIER 71100 CHALON-SUR-SAONE,71100,CHALON-SUR-SAONE,71,,,,529110751,96.04Z
"Entretien corporel (spa, hammam...)",DAVID CHEVALLIER,2011-01-01,13 RUE BIGOT 72000 LE MANS,72000,LE MANS,72,,,,529190811,96.04Z
"Entretien corporel (spa, hammam...)",CECILE LESCOMBE (DARNAUZAN),2011-01-01,16 RUE NUMA DUCROS 33190 LA REOLE,33190,LA REOLE,33,,,,529411787,96.04Z
Coiffure,MCAM ASSOCIES,2010-12-23,21 ALLEE DE LAPOURCAUD 33500 LES BILLAUX,33500,LES BILLAUX,33,,,,529233975,96.02A
"Entretien corporel (spa, hammam...)",CORINNE BOURDIN,2010-12-16,ENTREE A 9 B RUE DE LA MADELEINE 70300 LUXEUIL-LES-BAINS,70300,LUXEUIL-LES-BAINS,70,,,,795380013,96.04Z
"Entretien corporel (spa, hammam...)",FT AMINCISSEMENT (EFFEA),2010-12-08,RESIDENCE LE CENTURION BAT C 57 AVENUE DES CENTURIONS 34170 CASTELNAU-LE-LEZ,34170,CASTELNAU-LE-LEZ,34,,,,529639395,96.04Z
Coiffure,CELIA BEST (LE PEIGNE A ROULETTE),2010-12-01,KERAZAN 29720 PLONEOUR LANVERN,29720,PLONEOUR LANVERN,29,,,,532656451,96.02A
"Entretien corporel (spa, hammam...)",NELLY VAN MULKEN,2010-12-01,31 AVENUE PAUL LAFFONT 09200 SAINT-GIRONS,09200,SAINT-GIRONS,09,,,,529438954,96.04Z
"Entretien corporel (spa, hammam...)",AUDREY MACCIO (AU DELA DU REVE),2010-11-23,37 AVENUE SAINT-MARC 84700 SORGUES,84700,SORGUES,84,,,,528648785,96.04Z
Coiffure,GESTION2COIFFURE,2010-11-19,160 COURS LAFAYETTE 69003 LYON,69003,LYON,69,,,,528544687,96.02A
Coiffure,NELLY CHARLES,2010-11-15,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],BREVIANDES,10,,,,528200470,96.02A
Soins de beauté / esthétique,EMAN & SENS,2010-11-15,68 RUE DE LA LIBERTE 21000 DIJON,21000,DIJON,21,,,,528065550,96.02B
"Entretien corporel (spa, hammam...)",SANDRA DAURIAT (L'HARMONIE DES EMOTIONS),2010-11-13,1 ALLEE DE LA VOIE ROMAINE 87270 COUZEIX,87270,COUZEIX,87,,,,529413817,96.04Z
Coiffure,NATHALIE ROBLIN,2010-11-01,3E L32 BATIMENT C RES DES GRANDS JARDINS 95130 FRANCONVILLE LA GARENNE,95130,FRANCONVILLE LA GARENNE,95,,,,525313987,96.02A
"Entretien corporel (spa, hammam...)",RITUELS D AILLEURS,2010-11-01,17 RUE DES ARSINS 76000 ROUEN,76000,ROUEN,76,,,,524711413,96.04Z
"Entretien corporel (spa, hammam...)",PASCALE REY,2010-11-01,20 AVENUE KLEBER 75016 PARIS,75016,PARIS,75,,,,528207921,96.04Z
Coiffure,XYZ,2010-10-29,11 RUE DE LA BARALLAZ 74000 ANNECY,74000,ANNECY,74,,,,528015027,96.02A
Coiffure,SUB STYLE,2010-10-28,20 RUE DE HAINCOURT 60380 HECOURT,60380,HECOURT,60,,,,527987960,96.02A
"Entretien corporel (spa, hammam...)",B LEVANTERI,2010-10-22,13 RUE DES ROMARINS 30290 SAINT-VICTOR-LA-COSTE,30290,SAINT-VICTOR-LA-COSTE,30,,,,527850333,96.04Z
"Entretien corporel (spa, hammam...)",DEEP NATURE MARSEILLE,2010-10-20,VALLEE DE CHAMONIX-MONT-BLANC 1000 ROUTE DES CHAVANTS 74310 LES HOUCHES,74310,LES HOUCHES,74,,,,528145808,96.04Z
Soins de beauté / esthétique,GNIGBET LOZANO (OPERI),2010-10-15,26 RUE CHARLES THOMAS 34350 VALRAS-PLAGE,34350,VALRAS-PLAGE,34,,,,527758817,96.02B
Soins de beauté / esthétique,LAURENT BAZIN,2010-10-04,127 RUE AMBROISE THOMAS 59500 DOUAI,59500,DOUAI,59,,,,528275407,96.02B
"Entretien corporel (spa, hammam...)",MARIE HOARAU (CLOSING),2010-10-02,164 CHEMIN CREVE COEUR 97460 SAINT-PAUL,97460,SAINT-PAUL,974,,,,530906551,96.04Z
Coiffure,ANNE-GAELLE RICHEUX,2010-10-01,21 RUE D'ERNEE 35500 SAINT-M'HERVE,35500,SAINT-M'HERVE,35,,,,525018412,96.02A
"Entretien corporel (spa, hammam...)",SYLVIE PARSLOE (PELLETIER),2010-10-01,2 IMPASSE GENERAL CHAILLOT 21000 DIJON,21000,DIJON,21,,,,525075214,96.04Z
"Entretien corporel (spa, hammam...)",VERONIQUE NOYELLE (LEVILAIN),2010-09-15,2 RUE DE L’ABBE COUVOIS 62360 CONDETTE,62360,CONDETTE,62,,,,524728615,96.04Z
"Entretien corporel (spa, hammam...)",MAGDALENA,2010-09-07,3 RUE DU GUE 44120 VERTOU,44120,VERTOU,44,,,,524728797,96.04Z
Coiffure,COIFFURE CARNOT,2010-09-01,90 RUE FRANCOIS CHENIEUX 87000 LIMOGES,87000,LIMOGES,87,,,,524111325,96.02A
Coiffure,ESTELLE JACQUEMIN (ESTELLE COIFFURE),2010-08-02,LA LAITERIE 94 CHEMIN DE LA LAITERIE 30770 ALZON,30770,ALZON,30,,,,524242112,96.02A
"Entretien corporel (spa, hammam...)",MARIE CELINE DEMONIERE,2010-08-01,QUARTIER BRIN D AMOUR 97220 TRINITE,97220,TRINITE,972,,,,524056470,96.04Z
"Entretien corporel (spa, hammam...)",VINCENT BOYER,2010-07-30,RES VERT PARC BAT 3 APPT 47 326 AVENUE DE L’EUROPE 34170 CASTELNAU-LE-LEZ,34170,CASTELNAU-LE-LEZ,34,,,,523952125,96.04Z
Soins de beauté / esthétique,CAROLINE GASMI (BEDIN) (MANARA),2010-07-20,16 AVENUE MARCEL JOURNET 06370 MOUANS-SARTOUX,06370,MOUANS-SARTOUX,06,,,,523682532,96.02B
Coiffure,MELANIE AUDEBERT (MEL DES MEL),2010-07-01,4 RUE DES 2 CANTONS 16100 LOUZAC-SAINT-ANDRE,16100,LOUZAC-SAINT-ANDRE,16,,,,524367539,96.02A
"Entretien corporel (spa, hammam...)",P B H,2010-07-01,16 RUE DES DEMOISELLES 97434 SAINT-PAUL,97434,SAINT-PAUL,974,,,,523920213,96.04Z
"Entretien corporel (spa, hammam...)",JULIE GANDIA,2010-07-01,79 RUE AUGUSTE BLANQUI 13005 MARSEILLE,13005,MARSEILLE,13,,,,523997070,96.04Z
"Entretien corporel (spa, hammam...)",BRIGITTE MACE (VLIEGHE),2010-07-01,3 RUE DES ROCHERS 65100 LOURDES,65100,LOURDES,65,,,,531741296,96.04Z
Soins de beauté / esthétique,AMASSA,2010-06-22,56 AVENUE D'ALTKIRCH 68100 MULHOUSE,68100,MULHOUSE,68,,,,523910438,96.02B
Coiffure,LIFT,2010-06-16,CENTRE COMMERCIAL GEANT 21 AV JOHN KENNEDY 26200 MONTELIMAR,26200,MONTELIMAR,26,,,,523164929,96.02A
"Entretien corporel (spa, hammam...)",LAURA BARRIERE,2010-06-11,RES BERKELEY APT A36 9 PLACE DES PRADETTES 31100 TOULOUSE,31100,TOULOUSE,31,,,,523691269,96.04Z
Soins de beauté / esthétique,SZEN INVESTISSEMENT FRANCE,2010-06-01,BUILDING DE LA BOURSE 2 RUE DE BEAUSSET 13001 MARSEILLE,13001,MARSEILLE,13,,,,523958775,96.02B
"Entretien corporel (spa, hammam...)",JOHANA RUFFIER-LANCHE,2010-06-01,6 RUE MOLIERE 69006 LYON,69006,LYON,69,,,,523671402,96.04Z
Coiffure,EMILIE NEGREL (ROLLAND) (HAIRCUT),2010-05-27,LA COURONNE 16 ROUTE DES BASTIDES 13500 MARTIGUES,13500,MARTIGUES,13,,,,522786490,96.02A
"Entretien corporel (spa, hammam...)",VALERIE HERNANDEZ (ATELIER SOEUR),2010-05-27,20 AVENUE DES FLEURS 93170 BAGNOLET,93170,BAGNOLET,93,,,,523201978,96.04Z
"Entretien corporel (spa, hammam...)",HELENE PASCAULT,2010-05-24,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],BEUXES,86,,,,522643899,96.04Z
"Entretien corporel (spa, hammam...)",KAREN LE MENTEC,2010-05-07,10 SQUARE DE CLIGNANCOURT 75018 PARIS,75018,PARIS,75,,,,522319417,96.04Z
Coiffure,ZO'HAIR,2010-05-04,10 PLACE DU 8 MAI 1945 38800 LE PONT-DE-CLAIX,38800,LE PONT-DE-CLAIX,38,,,,521577940,96.02A
Coiffure,SANDRA TEILLET (HISTOIRE DE PL HAIR),2010-05-01,PLACE DU CHATEAU 24630 JUMILHAC-LE-GRAND,24630,JUMILHAC-LE-GRAND,24,,,,539506287,96.02A
Soins de beauté / esthétique,TERESA SILVA,2010-04-19,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],PERIGNY,17,,,,521649251,96.02B
"Entretien corporel (spa, hammam...)",MELISSA DANCHE (GAETAN) (MELI'SPA),2010-04-19,8 AVENUE ROLAND DELACHENAL 38460 CREMIEU,38460,CREMIEU,38,,,,523465573,96.04Z
Soins de beauté / esthétique,BODY SPHERE,2010-04-06,14 RUE MARCEL PORTE 38100 GRENOBLE,38100,GRENOBLE,38,,,,521546218,96.02B
Soins de beauté / esthétique,SL ASCENSION,2010-04-03,183 ROUTE DE MARSEILLE 26200 MONTELIMAR,26200,MONTELIMAR,26,,,,520830753,96.02B
Soins de beauté / esthétique,JULIE LECLUZE (JL STUDIO BEAUTE),2010-04-02,41 AVENUE VICTOR DALBIEZ 66000 PERPIGNAN,66000,PERPIGNAN,66,,,,524171196,96.02B
"Entretien corporel (spa, hammam...)",AURELIEN MAURIN,2010-04-02,12 BOULEVARD DU MARECHAL FOCH 48100 MARVEJOLS,48100,MARVEJOLS,48,,,,521633214,96.04Z
Soins de beauté / esthétique,THI UYEN UYEN NGUYEN (ONGLES MODEL'S),2010-04-01,16 RUE DU VIEUX MARCHE AUX VINS 67000 STRASBOURG,67000,STRASBOURG,67,,,,524025962,96.02B
Soins de beauté / esthétique,AUDREY VIEIRA (COCON NATURE INSTITUT ET SPA),2010-04-01,1 ROUTE D’ARGNAT 63530 SAYAT,63530,SAYAT,63,,,,520987199,96.02B
Soins de beauté / esthétique,AURELIE SERBERA,2010-04-01,28 GRAND RUE 34360 SAINT-CHINIAN,34360,SAINT-CHINIAN,34,,,,521251645,96.02B
Soins de beauté / esthétique,CARINE BLANCHARD (PIAZZA),2010-04-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],BRIGNOLES,83,,,,521755033,96.02B
"Entretien corporel (spa, hammam...)",DEEP NATURE MONT BLANC,2010-03-30,VALLEE CHAMONIX MONT BLANC 1000 ROUTE DES CHAVANTS 74310 LES HOUCHES,74310,LES HOUCHES,74,,,,521758854,96.04Z
"Entretien corporel (spa, hammam...)",DEEP NATURE MER,2010-03-30,VALLEE DE CHAMONIX-MONT-BLANC 1000 ROUTE DES CHAVANTS 74310 LES HOUCHES,74310,LES HOUCHES,74,,,,521464362,96.04Z
Soins de beauté / esthétique,CHLOE BARROT,2010-03-26,APPARTEMENT 3 3 RUE REPUBLIQUE 84420 PIOLENC,84420,PIOLENC,84,,,,521150334,96.02B
Soins de beauté / esthétique,KARINE PILLET (ANNAKABELLE BEAUTY-LE MANOIR D'ANNAKABELLE),2010-03-26,5 RUE DE L'HORLOGE 30210 LEDENON,30210,LEDENON,30,,,,521572958,96.02B
Coiffure,IDYL COIFFURE,2010-03-25,47 B AVENUE GENERAL DE GAULLE 66160 LE BOULOU,66160,LE BOULOU,66,,,,521318790,96.02A
Soins de beauté / esthétique,MERYLL KOUBI,2010-03-19,69 ROUTE DES CONDAMINES 06510 GATTIERES,06510,GATTIERES,06,,,,521202119,96.02B
Soins de beauté / esthétique,SAS KADIMA,2010-03-17,87 AVENUE SAMUEL CHAMPLAIN 34000 MONTPELLIER,34000,MONTPELLIER,34,,,,521089599,96.02B
Soins de beauté / esthétique,MARION RECHER (GROSBOIS),2010-03-15,14 ALLEE IRENE NEMIROVSKY 75015 PARIS,75015,PARIS,75,,,,521777607,96.02B
Soins de beauté / esthétique,ANASTHASIA GODIN,2010-03-05,8 RUE ROBERT AZAMBOURG 91220 BRETIGNY-SUR-ORGE,91220,BRETIGNY-SUR-ORGE,91,,,,521465088,96.02B
Coiffure,AURELIE STALTER AURELIE (STALTER),2010-03-01,28 RUE D'ALTORF 67120 MOLSHEIM,67120,MOLSHEIM,67,,,,520705823,96.02A
Coiffure,PANADERIA,2010-03-01,35 RUE DU LION D'OR 59140 DUNKERQUE,59140,DUNKERQUE,59,,,,521232330,96.02A
Soins de beauté / esthétique,EMILIE SOUDANT (ARTAL) (EMY NAILS),2010-03-01,150 RUE LEON BOURGEOIS 34500 BEZIERS,34500,BEZIERS,34,,,,520813916,96.02B
Soins de beauté / esthétique,NATHALIE MORISSEAU (CARPE DIEM),2010-03-01,RAPHELE LES ARLES 50 ROUTE DE LA CRAU 13200 ARLES,13200,ARLES,13,,,,521186783,96.02B
Soins de beauté / esthétique,CANDY TEIXEIRA,2010-02-25,20 RUE DU GENERAL LECLERC 80000 AMIENS,80000,AMIENS,80,,,,520625393,96.02B
Coiffure,SANDRINE DUTHIL-CHION (CHION),2010-02-22,LE RUET 425 CHEMIN DU RUET 27520 SAINT-DENIS-DES-MONTS,27520,SAINT-DENIS-DES-MONTS,27,,,,520460577,96.02A
Soins de beauté / esthétique,MARIBEL ROBERT (RAVANILLA),2010-02-20,VILLA LA CONTRESTA 7 RUE YVES ROBERT 64210 BIDART,64210,BIDART,64,,,,520495144,96.02B
Soins de beauté / esthétique,LUCIE DESBOIS (BOUVIER) (LD S NAILS),2010-02-18,73 RUE D’ISLY 83200 TOULON,83200,TOULON,83,,,,521139097,96.02B
"Entretien corporel (spa, hammam...)",AEQUILIBRIS SARL (NUTRI 5),2010-02-16,11 RUE SAUSSAIE EN MI TERRE 57130 JOUY-AUX-ARCHES,57130,JOUY-AUX-ARCHES,57,,,,520324906,96.04Z
"Entretien corporel (spa, hammam...)",ROBIN DUBOIS,2010-02-15,20 RUE MAURICE BELLEMAIN 69005 LYON,69005,LYON,69,,,,520333915,96.04Z
Soins de beauté / esthétique,MANELOU,2010-02-09,3 RUE DE LA MAURIENNE 59140 DUNKERQUE,59140,DUNKERQUE,59,,,,520152190,96.02B
Soins de beauté / esthétique,SOPHIE HERVE,2010-02-08,8 BOULEVARD MOURAIN DU PATIS 85300 CHALLANS,85300,CHALLANS,85,,,,520177650,96.02B
Soins de beauté / esthétique,YOHANN MORET (MANY PEDY),2010-02-01,21 RUE DU COLONEL ROUX 05000 GAP,05000,GAP,05,,,,519804876,96.02B
Soins de beauté / esthétique,SOPHIE ESPALLAC,2010-02-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],FRONTON,31,,,,520017757,96.02B
"Entretien corporel (spa, hammam...)",NADINE EYCHENNE (CARRIE),2010-02-01,12 LOTISSEMENT JULES VERNE 34140 MEZE,34140,MEZE,34,,,,520253766,96.04Z
Coiffure,EVALAURA,2010-01-22,70 RUE ISAMBARD 27120 PACY-SUR-EURE,27120,PACY-SUR-EURE,27,,,,520009200,96.02A
Soins de beauté / esthétique,DAURIOLA MARCIUK,2010-01-19,RESIDENCE LE FONTANGE 956 AVENUE JEAN MOULIN 83400 HYERES,83400,HYERES,83,,,,519645014,96.02B
Soins de beauté / esthétique,CARINE POURIAS,2010-01-06,26 B CHE DU FOUR A CARREAUX 49420 OMBREE D'ANJOU,49420,OMBREE D'ANJOU,49,,,,519264832,96.02B
Coiffure,LES STUDIOS,2010-01-04,25 T AVENUE DES FLEURS 91760 ITTEVILLE,91760,ITTEVILLE,91,,,,519586184,96.02A
"Entretien corporel (spa, hammam...)",MY ROY (TRAN),2010-01-02,HALL 31 5 AVENUE DU GENERAL MAISTRE 75014 PARIS,75014,PARIS,75,,,,519027718,96.04Z
Coiffure,COIFFURE INO,2010-01-01,11 RUE DE LA MADELEINE 25000 BESANCON,25000,BESANCON,25,,,,518746771,96.02A
"Entretien corporel (spa, hammam...)",EDITH PAVIET (ROMANET),2009-12-31,CHEF LIEU 4 RUE L EBAUDIAZ 73460 NOTRE-DAME-DES-MILLIERES,73460,NOTRE-DAME-DES-MILLIERES,73,,,,519134233,96.04Z
Soins de beauté / esthétique,RAQUEL DA SILVA MORAIS,2009-12-14,36 GRANDE RUE 91650 BREUILLET,91650,BREUILLET,91,,,,519046007,96.02B
Soins de beauté / esthétique,PERLE DE BEAUTE,2009-12-03,BT D RES LES TERRASSES DE FONTANONE 20200 VILLE-DI-PIETRABUGNO,20200,VILLE-DI-PIETRABUGNO,2B,,,,518809082,96.02B
"Entretien corporel (spa, hammam...)",JEROME VILAIN,2009-12-03,LES CLOUZEAUX 302 LA BELLEVRIE 85430 AUBIGNY-LES CLOUZEAUX,85430,AUBIGNY-LES CLOUZEAUX,85,,,,518598867,96.04Z
Coiffure,JUVIGNAC BEAUTY,2009-12-01,CHEZ GROUPE JR 483 AVENUE DES ROULIERS 84170 MONTEUX,84170,MONTEUX,84,,,,519187264,96.02A
"Entretien corporel (spa, hammam...)",PHILIPPE MERCIER,2009-11-23,86 RUE DE LA PORTE DIJEAUX 33000 BORDEAUX,33000,BORDEAUX,33,,,,518479332,96.04Z
Coiffure,JLHMARTIN (EXCEL COIFFURE),2009-11-20,22 PLACE DU CHAMP DE FOIRE 29270 CARHAIX-PLOUGUER,29270,CARHAIX-PLOUGUER,29,,,,518302195,96.02A
Soins de beauté / esthétique,ELODIE MARTINS,2009-11-01,25 PLACE SAINT ROCH 40000 MONT-DE-MARSAN,40000,MONT-DE-MARSAN,40,,,,515328326,96.02B
Soins de beauté / esthétique,LEA TABART,2009-11-01,ROUTE D’ALES 30170 SAINT-HIPPOLYTE-DU-FORT,30170,SAINT-HIPPOLYTE-DU-FORT,30,,,,517411948,96.02B
Soins de beauté / esthétique,STEPHANIE PUTHON,2009-11-01,92 RUE VELLIN DOMBES 69330 MEYZIEU,69330,MEYZIEU,69,,,,517454302,96.02B
