Secteur,Nom,Date création,Adresse,Code postal,Ville,Département,Téléphone,Email,Site web,SIREN,NAF
Coiffure,NGBOURGES,2015-03-20,CENTRE COMMERCIAL AVARICUM 6 AVENUE DE PETERBOROUGH 18000 BOURGES,18000,BOURGES,18,,,,810784983,96.02A
"Entretien corporel (spa, hammam...)",T.L.P.,2015-03-05,75 RUE DE RICHELIEU 76600 LE HAVRE,76600,LE HAVRE,76,,,,810010967,96.04Z
"Entretien corporel (spa, hammam...)",ISABELLE FREGNAC,2015-02-25,7 ALLEE DU GROS CHENE 78480 VERNEUIL-SUR-SEINE,78480,VERNEUIL-SUR-SEINE,78,,,,809877327,96.04Z
Soins de beauté / esthétique,SUBLISSIME,2015-02-18,30 RUE NOTRE-DAME DE NAZARETH 75003 PARIS,75003,PARIS,75,,,,809889645,96.02B
"Entretien corporel (spa, hammam...)",ABLAVI PICQ (LADE- AHLIDZA),2015-02-16,LIEU-DIT 'AU CHATEAU' 32600 BEAUPUY,32600,BEAUPUY,32,,,,809299746,96.04Z
Soins de beauté / esthétique,LIMAGE CILS (LIMAGE CILS),2015-01-20,1ER ETAGE 1055 CHEMIN DE LA VALLEE 13400 AUBAGNE,13400,AUBAGNE,13,,,,809145105,96.02B
Coiffure,LUCILE GROLLET (BE GOOD'Y),2015-01-09,7 PLACE ANDRE LEMOYNE 17400 SAINT-JEAN-D'ANGELY,17400,SAINT-JEAN-D'ANGELY,17,,,,809047756,96.02A
Coiffure,ASSOCIATION SALON DE COIFURE SOLIDAIRE (SALON DE COIFFURE SOLIDAIRE) (SCS),2015-01-01,SHOPPING CENTER BAT B N 14 LE RAIZET 97139 LES ABYMES,97139,LES ABYMES,971,,,,828118133,96.02A
Coiffure,BARBER MEN (BARBER MEN),2014-12-09,CC AUCHAN RTE DE CARNON 34470 PEROLS,34470,PEROLS,34,,,,808858229,96.02A
"Entretien corporel (spa, hammam...)",SEA BIKE (CENTRE MILLESIME),2014-12-08,8 RUE DES SHEDS 67150 ERSTEIN,67150,ERSTEIN,67,,,,808295125,96.04Z
Soins de beauté / esthétique,VIKTORIYA ISHCHENKO (VICTORIA COIFFURE),2014-12-01,9 RUE SAINTE-CECILE 57950 MONTIGNY-LES-METZ,57950,MONTIGNY-LES-METZ,57,,,,807589114,96.02B
Soins de beauté / esthétique,SAS TEMPLE DE LA BEAUTE,2014-12-01,6 RUE EDOUARD VAILLANT 77176 SAVIGNY-LE-TEMPLE,77176,SAVIGNY-LE-TEMPLE,77,,,,808173678,96.02B
"Entretien corporel (spa, hammam...)",MEISO (MEISO),2014-12-01,51 BOULEVARD DE LA CHAPELLE 75010 PARIS,75010,PARIS,75,,,,808450449,96.04Z
"Entretien corporel (spa, hammam...)",KATHRYN MARSLAND (JOYCE),2014-12-01,605 ROUTE DE LA PERNIERE 38114 ALLEMOND,38114,ALLEMOND,38,,,,807994033,96.04Z
Coiffure,YLEA (FRANCK PROVOST),2014-11-27,28 PLACE DE LA REPUBLIQUE 56400 AURAY,56400,AURAY,56,,,,808067888,96.02A
"Entretien corporel (spa, hammam...)",CYNTHIA DUBEAU (OLIVEIRA MARQUES) (O'NUAGE),2014-11-13,15 PLACE DE LA FELIBREE 24330 LA DOUZE,24330,LA DOUZE,24,,,,808302624,96.04Z
Coiffure,STEPHAN B STYLE,2014-11-08,LOTISSEMENT CASTELLACCIO MONTICELLO MOTEL LES ALIZES 20220 L'ILE ROUSSE,20220,L'ILE ROUSSE,2B,,,,808337414,96.02A
"Entretien corporel (spa, hammam...)",ZEN HINED (ZEN HINED),2014-11-04,12 GRANDE RUE 90160 PEROUSE,90160,PEROUSE,90,,,,808224927,96.04Z
"Entretien corporel (spa, hammam...)",L'ATELIER DE JULIA,2014-11-03,24 RUE LOUIS BLANC 75010 PARIS,75010,PARIS,75,,,,807648852,96.04Z
Coiffure,LMBP (LES MAITRES BARBIERS PERRUQUIERS),2014-11-01,3 RUE DES APENNINS 75017 PARIS,75017,PARIS,75,,,,807416524,96.02A
Soins de beauté / esthétique,JUSTINE DUROUD,2014-11-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],MARTIGNAT,01,,,,805379906,96.02B
Soins de beauté / esthétique,HELENE QUENTIN (BEAUTY' HELENE NAIL'S),2014-10-21,LA TREHARDIERE 204 IMPASSE DU VIEUX CHENE 14290 ORBEC,14290,ORBEC,14,,,,807466958,96.02B
Soins de beauté / esthétique,RAYMOND BARRE,2014-10-15,61 RUE SAINT BLAISE 61000 ALENCON,61000,ALENCON,61,,,,804834810,96.02B
"Entretien corporel (spa, hammam...)",SPA ADDICT,2014-10-15,120 RUE DE TOURCOING 59960 NEUVILLE-EN-FERRAIN,59960,NEUVILLE-EN-FERRAIN,59,,,,804640480,96.04Z
Soins de beauté / esthétique,VIRGINIE GOMEZ,2014-10-09,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],AMBON,56,,,,805237773,96.02B
Coiffure,JS COIFFURE,2014-10-02,129 ROUTE DEPARTEMENTALE 909 95330 DOMONT,95330,DOMONT,95,,,,804930741,96.02A
Soins de beauté / esthétique,KS BEAUTE,2014-10-01,119 ROUTE DU CHATEAU 38200 SERPAIZE,38200,SERPAIZE,38,,,,804311678,96.02B
Soins de beauté / esthétique,AUDE GUIHOT,2014-10-01,32 RUE DU GENERAL DE GAULLE 67170 BRUMATH,67170,BRUMATH,67,,,,804862548,96.02B
Soins de beauté / esthétique,DSPS (DES SOINS POUR SOI),2014-10-01,26 RUE GROISON 37100 TOURS,37100,TOURS,37,,,,805168960,96.02B
"Entretien corporel (spa, hammam...)",ADELINE HELENE GUERIN (UJEVIC),2014-10-01,206 ROUTE DE CHAMP FARCON 74370 ARGONAY,74370,ARGONAY,74,,,,805049095,96.04Z
"Entretien corporel (spa, hammam...)",MURIEL LOUIS (LERAY),2014-10-01,KERHIERNE 56530 GESTEL,56530,GESTEL,56,,,,804583466,96.04Z
"Entretien corporel (spa, hammam...)",JOELLE FREOUR (FALLOT),2014-10-01,395 ROUTE DE KERGUILLOTE 44420 MESQUER,44420,MESQUER,44,,,,804952349,96.04Z
Soins de beauté / esthétique,J2M BEAUTE,2014-09-22,GALERIE MARCHANDE C CIAL 134 AV DE GENEVE 74000 ANNECY,74000,ANNECY,74,,,,805061629,96.02B
Soins de beauté / esthétique,PRISCILLA LE TOHIC (DAISYNAIL),2014-09-18,25 ROUTE DE BOUCHET 26790 TULETTE,26790,TULETTE,26,,,,804657351,96.02B
"Entretien corporel (spa, hammam...)",ACTIVIUM,2014-09-17,13 QUAI DU COMMERCE 69009 LYON,69009,LYON,69,,,,804975472,96.04Z
"Entretien corporel (spa, hammam...)",FOUZIA ZOUARHI,2014-09-15,7 RUE DU SEGALA 31490 LEGUEVIN,31490,LEGUEVIN,31,,,,804237451,96.04Z
Soins de beauté / esthétique,BELLA VENTURE,2014-09-03,16 ALLEE VILLEMENARD 49123 INGRANDES-LE-FRESNE-SUR-LOIRE,49123,INGRANDES-LE-FRESNE-SUR-LOIRE,49,,,,804420024,96.02B
Soins de beauté / esthétique,M.A.,2014-08-20,40 AVENUE GARIBALDI 87000 LIMOGES,87000,LIMOGES,87,,,,804144863,96.02B
Soins de beauté / esthétique,LADYBEETLE TATOO (LADYBEETLE TATTOO),2014-08-12,16 RUE DU GENERAL DE GAULLE 83470 SAINT-MAXIMIN-LA-SAINTE-BAUME,83470,SAINT-MAXIMIN-LA-SAINTE-BAUME,83,,,,804171718,96.02B
Soins de beauté / esthétique,PAUSE O SPA,2014-07-31,LABONNEL 05600 RISOUL,05600,RISOUL,05,,,,804115459,96.02B
"Entretien corporel (spa, hammam...)",SHAYNA ZEN,2014-07-01,47 RUE PASCAL 59800 LILLE,59800,LILLE,59,,,,803604420,96.04Z
"Entretien corporel (spa, hammam...)",NICOLAS ZOLENDZEWSKI,2014-06-01,75 BOULEVARD KELLERMANN 75013 PARIS,75013,PARIS,75,,,,802588277,96.04Z
"Entretien corporel (spa, hammam...)",MILA EVENTS (COMME UN POISSON DANS L'O),2014-05-18,11 BD CAPITAINE ESPINADEL 34350 VALRAS-PLAGE,34350,VALRAS-PLAGE,34,,,,803337203,96.04Z
Soins de beauté / esthétique,MOI JE,2014-05-16,14 RUE FRANCOIS GUISOL 06300 NICE,06300,NICE,06,,,,802440339,96.02B
"Entretien corporel (spa, hammam...)",INSTITUTS MARTINS,2014-05-02,74 RUE DES CHENEAUX 92330 SCEAUX,92330,SCEAUX,92,,,,801872094,96.04Z
Coiffure,MONT BLANC (NEXT),2014-05-01,LD TAURELLE 83340 LE CANNET-DES-MAURES,83340,LE CANNET-DES-MAURES,83,,,,802501510,96.02A
Coiffure,JOBS (NEXT),2014-04-25,LIEUDIT AUX ROTYS 38660 LE TOUVET,38660,LE TOUVET,38,,,,801968397,96.02A
"Entretien corporel (spa, hammam...)",SABAI MASSAGE,2014-04-04,27 RUE DE NEW YORK 38000 GRENOBLE,38000,GRENOBLE,38,,,,801534363,96.04Z
Soins de beauté / esthétique,INTEMPOREL'LE ESTHETIQUE (SARL INTEMPOREL'LE ESTHETIQUE),2014-04-01,87 RUE DU 4 SEPTEMBRE 62800 LIEVIN,62800,LIEVIN,62,,,,801075458,96.02B
"Entretien corporel (spa, hammam...)",CHRISTINE MIQUEL (GUINIO) (MINUTE ZEN),2014-04-01,LE CAUSSE 1316 ROUTE DU CARBONNIER 12190 COUBISOU,12190,COUBISOU,12,,,,803194539,96.04Z
Soins de beauté / esthétique,SEMA,2014-02-27,30 PLACE DES VOSGES 54000 NANCY,54000,NANCY,54,,,,800029159,96.02B
Soins de beauté / esthétique,M NAIL (BODY MINUTE),2014-02-26,15 RUE DES BONS ENFANTS 68100 MULHOUSE,68100,MULHOUSE,68,,,,801027772,96.02B
Coiffure,CLEAR COIFFURE,2014-02-20,5 SQUARE DE L'ARNO 78180 MONTIGNY-LE-BRETONNEUX,78180,MONTIGNY-LE-BRETONNEUX,78,,,,800570863,96.02A
"Entretien corporel (spa, hammam...)",CAMILLE TOUCHAIS,2014-02-20,232 ROUTE DE RAYGADES 31340 VACQUIERS,31340,VACQUIERS,31,,,,800392045,96.04Z
Soins de beauté / esthétique,LAETITIA JACINTO (ROLLAND),2014-02-05,35 B AVENUE FOCH 57730 FOLSCHVILLER,57730,FOLSCHVILLER,57,,,,800158156,96.02B
"Entretien corporel (spa, hammam...)",YASMINA BAROTIN,2014-02-01,[NON-DIFFUSIBLE],[NON-DIFFUSIBLE],LA ROCHE-SUR-YON,85,,,,811433853,96.04Z
"Entretien corporel (spa, hammam...)",STEPHANIE PLASSARD,2014-01-14,44 AVENUE DE VERDUN 69630 CHAPONOST,69630,CHAPONOST,69,,,,799614011,96.04Z
Soins de beauté / esthétique,HM DEVELOPPEMENT,2014-01-06,55 RUE DU BOIS D'AMOUR 86280 SAINT-BENOIT,86280,SAINT-BENOIT,86,,,,799464649,96.02B
Soins de beauté / esthétique,ANGELIQUE LEFORT (NAIL'ANGE),2014-01-04,11 RUE DE LA MAIRIE 51800 CHAUDEFONTAINE,51800,CHAUDEFONTAINE,51,,,,800981367,96.02B
Soins de beauté / esthétique,DOROTHEE LEPOUSEZ,2014-01-02,54 RUE DU GENERAL CATROUX 02110 VAUX-ANDIGNY,02110,VAUX-ANDIGNY,02,,,,798939187,96.02B
Coiffure,VERSOLATO COIFFURE (VERSOLATO COIFFURE),2013-12-16,9 RUE SAINT ANTOINE DU T 31000 TOULOUSE,31000,TOULOUSE,31,,,,799160304,96.02A
"Entretien corporel (spa, hammam...)",TATIANA VERGEZ (TV L'INSTITUT),2013-12-16,PA LES MILLES 415 RUE CLAUDE NICOLAS LEDOUX 13290 AIX-EN-PROVENCE,13290,AIX-EN-PROVENCE,13,,,,799622824,96.04Z
Soins de beauté / esthétique,E.P.P.,2013-12-13,100 RUE PARADIS 13006 MARSEILLE,13006,MARSEILLE,13,,,,799266366,96.02B
Coiffure,ALP,2013-12-10,63 RUE D’ANJOU 78000 VERSAILLES,78000,VERSAILLES,78,,,,799023163,96.02A
Soins de beauté / esthétique,CELINE BURCHI,2013-12-06,2 RUE FONTAINE NEUVE 20200 BASTIA,20200,BASTIA,2B,,,,798985214,96.02B
"Entretien corporel (spa, hammam...)",DAMIEN NGUYEN-VAN-TU,2013-11-21,1 ER ETAGE 17 RUE DU GENERAL DE GAULLE 35360 MONTAUBAN-DE-BRETAGNE,35360,MONTAUBAN-DE-BRETAGNE,35,,,,798699989,96.04Z
Soins de beauté / esthétique,CENTRE LASER 101,2013-11-14,101 AVENUE ANATOLE FRANCE 93600 AULNAY-SOUS-BOIS,93600,AULNAY-SOUS-BOIS,93,,,,798549481,96.02B
Soins de beauté / esthétique,COLORII NAILS,2013-11-12,133 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS,75008,PARIS,75,,,,799027347,96.02B
Soins de beauté / esthétique,NADEGE CREGUT (NZINGA) (EXACTLY),2013-11-01,8 RUE DU PONT MONTAUDRAN 31000 TOULOUSE,31000,TOULOUSE,31,,,,798868584,96.02B
"Entretien corporel (spa, hammam...)",LYDIE PLASSE (SYMAHE MASSAGES),2013-11-01,POLE SANTE VAUBAN 10 RUE VAUBAN 69006 LYON,69006,LYON,69,,,,798744959,96.04Z
Soins de beauté / esthétique,RUN NAIL,2013-10-21,55 RUE DES NAVIGATEURS 97434 SAINT-PAUL,97434,SAINT-PAUL,974,,,,798554929,96.02B
"Entretien corporel (spa, hammam...)",SYLVIE THOMAS LOMENECH (THOMAS),2013-10-21,6 RUE CLEMENT ROASSAL 06000 NICE,06000,NICE,06,,,,798074787,96.04Z
Coiffure,S.A.S C.C.,2013-10-02,11 RUE DE BOSTON 67000 STRASBOURG,67000,STRASBOURG,67,,,,797829835,96.02A
Soins de beauté / esthétique,FRANCE BEAUTE INSTITUT,2013-10-01,47 RUE CHAUSSADE 43260 SAINT-JULIEN-CHAPTEUIL,43260,SAINT-JULIEN-CHAPTEUIL,43,,,,798015608,96.02B
Soins de beauté / esthétique,CLAIRE LACOSTE (O BIEN-ETRE INSTITUT DE BEAUTE),2013-10-01,102 RUE DE CAMP SEGAT 47150 MONFLANQUIN,47150,MONFLANQUIN,47,,,,797682929,96.02B
Soins de beauté / esthétique,PATANIK (SARL PATANIK),2013-09-30,CC TRIFONTAINE RTE DE GANGES 34980 SAINT CLEMENT DE RIVIERE,34980,SAINT CLEMENT DE RIVIERE,34,,,,797875614,96.02B
Soins de beauté / esthétique,VAUGA (L'INSTITUT),2013-09-27,ZAC DU MAS DES VIGNOLLES 120 RUE PAUL LAURENT 30900 NIMES,30900,NIMES,30,,,,797580602,96.02B
"Entretien corporel (spa, hammam...)",UN MONDE THAILAND,2013-09-24,23 RUE GAMBETTA 54000 NANCY,54000,NANCY,54,,,,797462686,96.04Z
Coiffure,FINANCIERE LUCIE,2013-09-10,4 AVENUE PIERRE IER DE SERBIE 75116 PARIS,75116,PARIS,75,,,,795308436,96.02A
"Entretien corporel (spa, hammam...)",SELARL OWEN,2013-09-07,ROCADE DE BEAUDREVILLE SQUARE DES NEUVERIES 91190 GIF-SUR-YVETTE,91190,GIF-SUR-YVETTE,91,,,,795327857,96.04Z
"Entretien corporel (spa, hammam...)",MGVH,2013-09-06,19 RUE DE WOLFISHEIM 67810 HOLTZHEIM,67810,HOLTZHEIM,67,,,,795313303,96.04Z
"Entretien corporel (spa, hammam...)",SYLVIE NEDELEC (L'ALBIZIA),2013-09-01,8 CHEMIN DE FRANCOY 64160 MORLAAS,64160,MORLAAS,64,,,,795044254,96.04Z
Coiffure,AU SALON,2013-07-24,45 B AVENUE ROSA BONHEUR 33138 LANTON,33138,LANTON,33,,,,794535641,96.02A
"Entretien corporel (spa, hammam...)",YA LIN,2013-07-15,7 RUE DES REMPARTS D'AINAY 69002 LYON,69002,LYON,69,,,,794444778,96.04Z
"Entretien corporel (spa, hammam...)",SETAREH DE BOUVER (DANESHVAR),2013-07-08,LES MAURELS 04120 CASTELLANE,04120,CASTELLANE,04,,,,793724139,96.04Z
Coiffure,CUPA (ICOIF),2013-06-29,567 ROUTE DE NIMES 30220 AIGUES-MORTES,30220,AIGUES-MORTES,30,,,,793521824,96.02A
Soins de beauté / esthétique,NADEGE ANDREU (DUPONT) (DUPONT ANDREU NADEGE),2013-06-10,14 B RUE DES AGAPANTHES 31830 PLAISANCE-DU-TOUCH,31830,PLAISANCE-DU-TOUCH,31,,,,793623299,96.02B
Soins de beauté / esthétique,JENNIFER TOLY (TOMBO),2013-06-01,27 RUE DU CINEMA ALPAJOE 97600 MAMOUDZOU,97600,MAMOUDZOU,976,,,,793251448,96.02B
Soins de beauté / esthétique,ZBD (L ATELIER DU SOURCIL),2013-05-23,69 AV MARECHAL FOCH 78100 SAINT-GERMAIN-EN-LAYE,78100,SAINT-GERMAIN-EN-LAYE,78,,,,793179029,96.02B
Coiffure,FABRICE DUCROT,2013-05-15,7 AVENUE NELSON MANDELA 60000 BEAUVAIS,60000,BEAUVAIS,60,,,,793073354,96.02A
Soins de beauté / esthétique,MELANIE PETIT,2013-05-03,RUE DES VIAUDES 58500 BILLY-SUR-OISY,58500,BILLY-SUR-OISY,58,,,,793130592,96.02B
Soins de beauté / esthétique,TERRE DE PASTEL,2013-05-01,629 RUE MAX PLANCK 31670 LABEGE,31670,LABEGE,31,,,,792954224,96.02B
Soins de beauté / esthétique,LAURE ESTHETIQUE,2013-04-29,55 RTE 820 31790 SAINT-JORY,31790,SAINT-JORY,31,,,,793046806,96.02B
Soins de beauté / esthétique,TESSA TIROLIEN (ZOLIE-PAPILLON),2013-04-15,621 RES GOYAVIERS A MOUDONG SUD 97122 BAIE MAHAULT,97122,BAIE MAHAULT,971,,,,792144255,96.02B
Coiffure,FABIEN GARDES (BRODA BARBERSHOP),2013-04-12,93 RUE DE LA REPUBLIQUE 31330 GRENADE,31330,GRENADE,31,,,,791748205,96.02A
Soins de beauté / esthétique,LES JARDINS D'AUREANE,2013-04-12,6 B RUE DE LA PAROISSE 78000 VERSAILLES,78000,VERSAILLES,78,,,,792453029,96.02B
"Entretien corporel (spa, hammam...)",SEVERINE LECOCQ,2013-04-03,48 BOULEVARD DE LA LIBERTE 59800 LILLE,59800,LILLE,59,,,,792218091,96.04Z
Coiffure,FRANCOISE BERNAUD (THOMAS),2013-04-02,2 RUE CLAUDE DEBUSSY 35235 THORIGNE-FOUILLARD,35235,THORIGNE-FOUILLARD,35,,,,792113896,96.02A
Soins de beauté / esthétique,EURL O DE SOI (O DE SOI),2013-04-01,26 B RUE SAINT-DOMINIQUE 63000 CLERMONT-FERRAND,63000,CLERMONT-FERRAND,63,,,,791412786,96.02B
"Entretien corporel (spa, hammam...)",EVA CORPORATE,2013-04-01,59 CHEMIN DU MOULIN CARRON 69570 DARDILLY,69570,DARDILLY,69,,,,791916729,96.04Z
"Entretien corporel (spa, hammam...)",NUTTHANIT SISOMBAT (KHANUNGPHIAN),2013-04-01,172 B AVENUE EMILE COSSONNEAU 93160 NOISY-LE-GRAND,93160,NOISY-LE-GRAND,93,,,,793241944,96.04Z
Soins de beauté / esthétique,STEPHANIE BOUCHET (VERVLOET),2013-03-26,102 CHEMIN DE LA VERRERIE NEUVE 83550 VIDAUBAN,83550,VIDAUBAN,83,,,,792016479,96.02B
Soins de beauté / esthétique,A.T.S VERSAILLES (ATELIER DU SOURCIL - LE KIOSQUE),2013-03-22,2 RUE DE LA PAROISSE 78860 SAINT-NOM-LA-BRETECHE,78860,SAINT-NOM-LA-BRETECHE,78,,,,791543275,96.02B
Coiffure,BEAUTY STORE,2013-03-21,133 RUE DU FAUBOURG SAINT-HONORE 75008 PARIS,75008,PARIS,75,,,,793260118,96.02A
Soins de beauté / esthétique,JULIE CREPAS (FORIR),2013-03-21,45 PLACE DES SABLONS 72100 LE MANS,72100,LE MANS,72,,,,791964661,96.02B
Soins de beauté / esthétique,HELENE PEREIRA (DAMBRINE),2013-03-12,APT 504 4 PLACE ANDRE MALRAUX 91270 VIGNEUX-SUR-SEINE,91270,VIGNEUX-SUR-SEINE,91,,,,791783855,96.02B
Soins de beauté / esthétique,BOTECA DEVELOPPEMENT,2013-03-12,4 BOULEVARD HENRI GAUTIER 44570 TRIGNAC,44570,TRIGNAC,44,,,,791795966,96.02B
Soins de beauté / esthétique,SANDRA OBERSON (BEAUTY ART STUDIO),2013-03-01,1250 ROUTE DE CHEZ PADON 74130 FAUCIGNY,74130,FAUCIGNY,74,,,,790944219,96.02B
Soins de beauté / esthétique,SABRINA COLLINET (ESSENCIELLE CONSEILS ET BEAUTE),2013-03-01,6 PLACE DES JACOBINS 38130 ECHIROLLES,38130,ECHIROLLES,38,,,,790968804,96.02B
Soins de beauté / esthétique,MDP,2013-03-01,51 RUE PDT FRANCOIS MITTERRAND 91160 LONGJUMEAU,91160,LONGJUMEAU,91,,,,791857444,96.02B
Soins de beauté / esthétique,ANISSA RENKO (BOULEDROUA),2013-02-27,1 RUE DES BAUCHES 75016 PARIS,75016,PARIS,75,,,,791509854,96.02B
Soins de beauté / esthétique,ADS LES ATELIERS,2013-02-22,87 RUE REAUMUR 75002 PARIS,75002,PARIS,75,,,,792129140,96.02B
Soins de beauté / esthétique,ONGLES ET PLAISIR,2013-02-15,CENTRE COM GRAND PLAISIR 78370 PLAISIR,78370,PLAISIR,78,,,,791416662,96.02B
Soins de beauté / esthétique,STEPHANIE MEZIERE (STEPHANIE PREVOST ESTHETIQUE),2013-02-01,2 RUE NEUVE 34150 SAINT-JEAN-DE-FOS,34150,SAINT-JEAN-DE-FOS,34,,,,791146541,96.02B
Soins de beauté / esthétique,FLORENCE THOMAS (LAGARDE),2013-02-01,ESF ST FRANCOIS LONGCHAMP 73130 SAINT FRANCOIS LONGCHAMP,73130,SAINT FRANCOIS LONGCHAMP,73,,,,791239189,96.02B
"Entretien corporel (spa, hammam...)",TATIANA KAMOTESOVA (FEDOTOVA),2013-02-01,927 ROUTE DES CISTELLES 46300 LEOBARD,46300,LEOBARD,46,,,,790278840,96.04Z
Soins de beauté / esthétique,SAM'BEAUTE,2013-01-31,30 RUE LUDOVIC BONIN 69200 VENISSIEUX,69200,VENISSIEUX,69,,,,790783617,96.02B
Soins de beauté / esthétique,JULIA PINZANO,2013-01-28,BAT B 475 BOULEVARD GEORGES POMPIDOU 06700 SAINT-LAURENT-DU-VAR,06700,SAINT-LAURENT-DU-VAR,06,,,,790979207,96.02B
Soins de beauté / esthétique,MARIE SOPHIE GRANGER,2013-01-25,79 RUE DES CHANTIERS 78000 VERSAILLES,78000,VERSAILLES,78,,,,791128762,96.02B
Soins de beauté / esthétique,FANNY GUEDON-LAIDET (LAIDET) (FEE MAIN BY FANNY),2013-01-21,26 CHE BAS 79370 AIGONDIGNE,79370,AIGONDIGNE,79,,,,790659114,96.02B
Coiffure,CORODORY,2013-01-16,SQUARE LE KAIN 78600 MAISONS-LAFFITTE,78600,MAISONS-LAFFITTE,78,,,,790621189,96.02A
Soins de beauté / esthétique,MN BEAUTE,2013-01-16,24 BOULEVARD MONTFLEURY 06400 CANNES,06400,CANNES,06,,,,790629687,96.02B
Soins de beauté / esthétique,MAUD DEMETZ (ESPACE MAUD' EL),2013-01-15,1 RUE DU GENERAL DE GAULLE 10340 LES RICEYS,10340,LES RICEYS,10,,,,789979945,96.02B
Soins de beauté / esthétique,CAROLINE BERGANTZ (L ESCALE BEAUTE),2013-01-15,7 RUE DES PRES DU MOULIN 68120 PFASTATT,68120,PFASTATT,68,,,,790548978,96.02B
Soins de beauté / esthétique,MBC,2013-01-08,21 RUE DES 2 COMMUNES 91480 QUINCY-SOUS-SENART,91480,QUINCY-SOUS-SENART,91,,,,790328074,96.02B
Soins de beauté / esthétique,PEP S BEAUTE,2013-01-02,43 RUE DES FOUGERES 95540 MERY-SUR-OISE,95540,MERY-SUR-OISE,95,,,,789738515,96.02B
Soins de beauté / esthétique,ANAIS LEPRETRE (DE A A ZEN),2013-01-02,8 RUE MONTESQUIEU 76600 LE HAVRE,76600,LE HAVRE,76,,,,791873979,96.02B
"Entretien corporel (spa, hammam...)",SARL NOUCHETTE,2013-01-02,6 RUE DU 24 MARS 1852 69009 LYON,69009,LYON,69,,,,790288765,96.04Z
Coiffure,MESSAOUD HAMIMID (COIFF'STAR),2013-01-01,31 RUE KLEBER 10000 TROYES,10000,TROYES,10,,,,790040570,96.02A
Coiffure,NICOLAS COIFFURE (NICOLAS COIFFURE),2013-01-01,13 RUE DES TROIS ROIS 68100 MULHOUSE,68100,MULHOUSE,68,,,,790368351,96.02A
Soins de beauté / esthétique,VIRGINIE GENTILE (COURVOISIER),2013-01-01,VILLA BELLA 28 IMPASSE DE L’AUBERTE 83210 LA FARLEDE,83210,LA FARLEDE,83,,,,790338776,96.02B
Soins de beauté / esthétique,SUITE AND SPA (SUITE AND SPA),2013-01-01,25 RUE EDOUARD DELESALLE 59800 LILLE,59800,LILLE,59,,,,788503845,96.02B
Soins de beauté / esthétique,SABRINA BELGHAZOUANI (YACEF),2013-01-01,2 RUE D'HALANZY 54400 LONGWY,54400,LONGWY,54,,,,790213821,96.02B
Soins de beauté / esthétique,FLORA MORANCAY (INSTITUT O),2013-01-01,38 RUE DU MAINE 44600 SAINT-NAZAIRE,44600,SAINT-NAZAIRE,44,,,,790779151,96.02B
Soins de beauté / esthétique,SEA OF BEAUTY PREMIER,2013-01-01,180 CHEMIN DE POINTE A BACCHUS 97170 PETIT-BOURG,97170,PETIT-BOURG,971,,,,791534290,96.02B
"Entretien corporel (spa, hammam...)",LI SUN,2013-01-01,10 B RUE CHALIGNY 75012 PARIS,75012,PARIS,75,,,,790212930,96.04Z
"Entretien corporel (spa, hammam...)",AI HUI LIU,2013-01-01,CHEZ M.TRINH KIM CHHAY APPT.1712 10 VILLA D'ESTE 75013 PARIS,75013,PARIS,75,,,,790458376,96.04Z
"Entretien corporel (spa, hammam...)",CAPITOLE CAPRI,2013-01-01,7 RUE GUBERNATIS 06000 NICE,06000,NICE,06,,,,795018860,96.04Z
Soins de beauté / esthétique,FRANCETTE BETE,2012-12-24,82 RUE ROGER SALENGRO 93700 DRANCY,93700,DRANCY,93,,,,790035141,96.02B
Soins de beauté / esthétique,LUMIERE SUR SOI,2012-12-21,2 LOTISSEMENT LES VIOLETTES 38200 JARDIN,38200,JARDIN,38,,,,790127336,96.02B
Soins de beauté / esthétique,SI'BELLE (AQUABEAUTY),2012-12-20,3 RUE LAIGNELET 21120 IS-SUR-TILLE,21120,IS-SUR-TILLE,21,,,,790104533,96.02B
Soins de beauté / esthétique,J.S.A. INSTITUT,2012-12-17,28 AVENUE CHARLES DE GAULLE 78800 HOUILLES,78800,HOUILLES,78,,,,789990397,96.02B
Soins de beauté / esthétique,SONIA PIERREFITTE (ROSE BOMB'ONGLES),2012-12-15,14 RUE MARECHAL FAYOLLE 43200 YSSINGEAUX,43200,YSSINGEAUX,43,,,,789935418,96.02B
Soins de beauté / esthétique,GALLIANE CRAVAGEOT,2012-12-12,10 PLACE DES VOSGES 54000 NANCY,54000,NANCY,54,,,,790310288,96.02B
Soins de beauté / esthétique,ALISSA SAHAKIAN (AVET),2012-12-11,12 CHEMIN DE LA CROIX 69140 RILLIEUX-LA-PAPE,69140,RILLIEUX-LA-PAPE,69,,,,789885704,96.02B
Coiffure,L'OISEAU BLEU,2012-12-10,17 RUE GUBERNATIS 06000 NICE,06000,NICE,06,,,,789877453,96.02A
Soins de beauté / esthétique,AUDREY LIQUIERE,2012-12-04,RTE DE LACAUNE 12370 BELMONT-SUR-RANCE,12370,BELMONT-SUR-RANCE,12,,,,789836350,96.02B
Coiffure,RACHID EL KHOUMANI (LCD COIFFURE),2012-12-01,20 RUE DE LA PASTOURELLE 13310 SAINT MARTIN DE CRAU,13310,SAINT MARTIN DE CRAU,13,,,,790698674,96.02A
